GeneIdx,PercentGeneCovered,AverageKMerDepth
>MEG_2982|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,29.4118%,0.339572
>MEG_2983|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,23.9401%,0.27182
>MEG_2984|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,46.6837%,0.617347
>MEG_2985|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,2.43902%,0.0341463
>MEG_2986|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,60.8479%,0.640898
>MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,70.7921%,1.33168
>MEG_2988|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,4.4226%,0.044226
>MEG_2989|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,4.59184%,0.0535714
>MEG_298|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,40.2632%,0.526316
>MEG_2990|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,3.88693%,0.0459364
>MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,58.1683%,1.2203
>MEG_2992|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,8.23245%,0.0823245
>MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,71.0396%,1.37624
>MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,6.09756%,0.0707317
>MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,73.7624%,1.33663
>MEG_2996|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,46.4286%,0.614796
>MEG_2997|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,14.2857%,0.2125
>MEG_2998|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,45.0495%,0.740099
>MEG_2999|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,5.36585%,0.0634146
>MEG_299|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,69.0597%,2.3458
>MEG_29|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,59.2428%,1.06236
>MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,22.1204%,0.274215
>MEG_3000|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,3.65535%,0.0365535
>MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,68.5644%,1.27228
>MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,68.5851%,1.29017
>MEG_3003|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,16.0121%,0.196375
>MEG_3004|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,35.6608%,0.374065
>MEG_3005|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,88.1188%,2.22525
>MEG_3006|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,4.70297%,0.0470297
>MEG_3007|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,8.23245%,0.0823245
>MEG_3008|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,1.24688%,0.0124688
>MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,5.69307%,0.0618812
>MEG_3010|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,1.24688%,0.0124688
>MEG_3011|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,88.3663%,2.20545
>MEG_3012|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,88.3663%,2.23267
>MEG_3013|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,86.8812%,2.2698
>MEG_3014|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,90.3465%,2.27475
>MEG_3015|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,92.5743%,2.30941
>MEG_3016|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSC,2.61097%,0.0261097
>MEG_3017|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSC,24.3902%,0.249531
>MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,4.70297%,0.0470297
>MEG_3019|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,33.6761%,0.365039
>MEG_301|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,15.5523%,0.264535
>MEG_3020|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,38.4164%,0.416422
>MEG_3021|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSF,2.61097%,0.0261097
>MEG_3023|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSK,48.3029%,0.631854
>MEG_3024|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,8.99743%,0.0899743
>MEG_3025|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,26.2806%,0.262806
>MEG_3026|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,38.342%,0.443005
>MEG_3027|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,6.99482%,0.0699482
>MEG_3028|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,39.1192%,0.466321
>MEG_3029|Drugs|betalactams|Class_C_betalactamases|FOX,24.8014%,0.309797
>MEG_302|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,51.2873%,2.15036
>MEG_3030|Drugs|betalactams|Class_C_betalactamases|FOX,23.9324%,0.300712
>MEG_3031|Drugs|betalactams|Class_C_betalactamases|FOX,26.7432%,0.338041
>MEG_3032|Drugs|betalactams|Class_C_betalactamases|FOX,26.0371%,0.330097
>MEG_3033|Drugs|betalactams|Class_C_betalactamases|FOX,26.8314%,0.350397
>MEG_3034|Drugs|betalactams|Class_C_betalactamases|FOX,19.7705%,0.257723
>MEG_3035|Drugs|betalactams|Class_C_betalactamases|FOX,24.3601%,0.302736
>MEG_3036|Drugs|betalactams|Class_C_betalactamases|FOX,20.3001%,0.235658
>MEG_3037|Drugs|betalactams|Class_C_betalactamases|FOX,24.8014%,0.313327
>MEG_3038|Drugs|betalactams|Class_C_betalactamases|FOX,18.2701%,0.233892
>MEG_3039|Drugs|betalactams|Class_C_betalactamases|FOX,19.241%,0.224184
>MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,18.7617%,0.238274
>MEG_3040|Drugs|betalactams|Class_C_betalactamases|FOX,23.654%,0.29744
>MEG_3041|Drugs|betalactams|Class_C_betalactamases|FOX,24.6249%,0.320388
>MEG_3042|Drugs|betalactams|Class_C_betalactamases|FOX,27.1845%,0.337158
>MEG_3043|Drugs|betalactams|Class_C_betalactamases|FOX,25.6757%,0.336149
>MEG_3044|Drugs|betalactams|Class_C_betalactamases|FOX,25.8783%,0.322194
>MEG_3045|Drugs|betalactams|Class_C_betalactamases|FOX,18.1977%,0.231846
>MEG_3046|Drugs|betalactams|Class_C_betalactamases|FOX,21.9002%,0.275362
>MEG_3047|Drugs|betalactams|Class_C_betalactamases|FOX,18.9465%,0.231946
>MEG_3048|Drugs|betalactams|Class_A_betalactamases|FPH,2.46769%,0.0246769
>MEG_3049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA,1.63018%,0.0163018
>MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,53.3582%,0.716418
>MEG_3052|Drugs|betalactams|Class_A_betalactamases|FRI,5.22134%,0.0578888
>MEG_3053|Drugs|betalactams|Class_A_betalactamases|FRI,18.1714%,0.188571
>MEG_3054|Drugs|betalactams|Class_A_betalactamases|FRI,22.3245%,0.269275
>MEG_3055|Drugs|betalactams|Class_A_betalactamases|FRI,34.6375%,0.397008
>MEG_3056|Drugs|betalactams|Class_A_betalactamases|FRI,26.9275%,0.315305
>MEG_3057|Drugs|betalactams|Class_A_betalactamases|FRI,25.2014%,0.298044
>MEG_3058|Drugs|betalactams|Class_A_betalactamases|FRI,32.9114%,0.385501
>MEG_3059|Drugs|betalactams|Class_A_betalactamases|FRI,33.7169%,0.387802
>MEG_305|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,16.8986%,0.512922
>MEG_3060|Drugs|betalactams|Class_A_betalactamases|FRI,25.3165%,0.279632
>MEG_3061|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|FRNE,0.942127%,0.00942127
>MEG_3062|Drugs|betalactams|Class_A_betalactamases|FTU,14.033%,0.14033
>MEG_3063|Metals|Iron_resistance|Iron_resistance_regulator|FURA,10.514%,0.10514
>MEG_3064|Metals|Iron_resistance|Iron_resistance_regulator|FURA,10.2975%,0.102975
>MEG_3065|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSA|RequiresSNPConfirmation,11.7619%,0.117619
>MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,20.1278%,0.209265
>MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,20.1278%,0.209265
>MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,23.756%,0.258427
>MEG_3069|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSD,5.7508%,0.057508
>MEG_306|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,29.8025%,0.32675
>MEG_3070|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSD,4.3131%,0.043131
>MEG_3071|Drugs|Fusidic_acid|Fusidic_acid-resistant_mutation|FUSE|RequiresSNPConfirmation,4.60653%,0.0460653
>MEG_3072|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,3.33863%,0.0333863
>MEG_3073|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,0.476948%,0.00476948
>MEG_3074|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSH,0.36523%,0.0036523
>MEG_3075|Metals|Aluminum_resistance|Aluminum_ATPase_|G2ALT,0.153846%,0.00153846
>MEG_3076|Biocides|Acid_resistance|Acid_resistance_protein|GADA,3.3213%,0.033213
>MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,5.02392%,0.0502392
>MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,3.97112%,0.0397112
>MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,1.25%,0.0125
>MEG_307|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,37.1058%,0.473098
>MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,15.4297%,0.269531
>MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,36.6059%,0.391304
>MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,28.6115%,0.31136
>MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,15.3276%,0.160692
>MEG_3084|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC-resistant_protein_UDP_glucose_4_epimerase|GALE,0.821355%,0.00821355
>MEG_3085|Drugs|betalactams|Class_A_betalactamases|GES,20.5189%,0.216981
>MEG_3086|Drugs|betalactams|Class_A_betalactamases|GES,90.684%,2.29009
>MEG_3087|Drugs|betalactams|Class_A_betalactamases|GES,92.9245%,3.01297
>MEG_3088|Drugs|betalactams|Class_A_betalactamases|GES,93.5142%,3.1191
>MEG_3089|Drugs|betalactams|Class_A_betalactamases|GES,93.1604%,3.08373
>MEG_3090|Drugs|betalactams|Class_A_betalactamases|GES,94.5755%,3.15094
>MEG_3091|Drugs|betalactams|Class_A_betalactamases|GES,94.4575%,2.54363
>MEG_3092|Drugs|betalactams|Class_A_betalactamases|GES,97.9953%,3.48821
>MEG_3093|Drugs|betalactams|Class_A_betalactamases|GES,97.9953%,3.48467
>MEG_3094|Drugs|betalactams|Class_A_betalactamases|GES,94.2217%,3.06958
>MEG_3095|Drugs|betalactams|Class_A_betalactamases|GES,94.2217%,3.12382
>MEG_3096|Drugs|betalactams|Class_A_betalactamases|GES,96.3443%,3.35377
>MEG_3097|Drugs|betalactams|Class_A_betalactamases|GES,96.4623%,3.28538
>MEG_3098|Drugs|betalactams|Class_A_betalactamases|GES,91.2736%,2.86675
>MEG_3099|Drugs|betalactams|Class_A_betalactamases|GES,87.2642%,2.07429
>MEG_309|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,8.16327%,0.0816327
>MEG_30|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,59.6882%,1.06682
>MEG_3100|Drugs|betalactams|Class_A_betalactamases|GES,50.8255%,1.36557
>MEG_3101|Drugs|betalactams|Class_A_betalactamases|GES,48.8208%,1.27712
>MEG_3102|Drugs|betalactams|Class_A_betalactamases|GES,35.3774%,0.479953
>MEG_3103|Drugs|betalactams|Class_A_betalactamases|GES,23.5849%,0.286557
>MEG_3104|Drugs|betalactams|Class_A_betalactamases|GES,21.934%,0.270047
>MEG_3105|Drugs|betalactams|Class_A_betalactamases|GES,2.94811%,0.0294811
>MEG_3106|Drugs|betalactams|Class_A_betalactamases|GES,4.24528%,0.0448113
>MEG_3107|Drugs|betalactams|Class_A_betalactamases|GES,16.0377%,0.224057
>MEG_3108|Drugs|betalactams|Class_A_betalactamases|GES,2.12264%,0.0235849
>MEG_3109|Drugs|betalactams|Class_A_betalactamases|GES,12.2642%,0.125
>MEG_310|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,7.05009%,0.0742115
>MEG_3110|Drugs|betalactams|Class_A_betalactamases|GES,11.9104%,0.119104
>MEG_3111|Drugs|betalactams|Class_A_betalactamases|GES,4.95283%,0.0542453
>MEG_3112|Drugs|betalactams|Class_A_betalactamases|GES,6.60377%,0.0660377
>MEG_3113|Drugs|betalactams|Class_A_betalactamases|GES,19.6934%,0.238208
>MEG_3114|Drugs|betalactams|Class_A_betalactamases|GES,86.6745%,2.17571
>MEG_3115|Drugs|betalactams|Class_A_betalactamases|GES,96.5802%,3.32901
>MEG_3116|Drugs|betalactams|Class_A_betalactamases|GES,20.4009%,0.204009
>MEG_3117|Drugs|betalactams|Class_A_betalactamases|GES,15.3302%,0.159198
>MEG_3118|Drugs|betalactams|Class_A_betalactamases|GES,95.0472%,2.94104
>MEG_3119|Drugs|betalactams|Class_A_betalactamases|GES,96.1085%,3.2217
>MEG_311|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,13.9165%,0.151093
>MEG_3120|Drugs|betalactams|Class_A_betalactamases|GES,13.7972%,0.147406
>MEG_3121|Drugs|betalactams|Class_A_betalactamases|GES,18.5142%,0.232311
>MEG_3122|Drugs|betalactams|Class_A_betalactamases|GES,94.5755%,3.14976
>MEG_3123|Drugs|betalactams|Class_A_betalactamases|GES,96.5802%,3.27005
>MEG_3124|Drugs|betalactams|Class_A_betalactamases|GES,26.0613%,0.326651
>MEG_3125|Drugs|betalactams|Class_A_betalactamases|GES,20.1651%,0.204009
>MEG_3126|Drugs|betalactams|Class_A_betalactamases|GES,23.2311%,0.456368
>MEG_3127|Drugs|betalactams|Class_A_betalactamases|GES,20.5917%,0.217751
>MEG_3128|Drugs|betalactams|Class_A_betalactamases|GES,23.7028%,0.372642
>MEG_3129|Drugs|betalactams|Class_A_betalactamases|GES,19.7274%,0.296987
>MEG_312|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,36.8421%,0.478947
>MEG_3130|Drugs|betalactams|Class_A_betalactamases|GES,12.8538%,0.148585
>MEG_3131|Drugs|betalactams|Class_A_betalactamases|GES,36.0457%,0.485541
>MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,0.660611%,0.00660611
>MEG_3133|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESB,0.602792%,0.00856599
>MEG_3134|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESC,0.802139%,0.00802139
>MEG_3135|Drugs|Aminoglycosides|Aminoglycoside-resistant_gidB|GIDB|RequiresSNPConfirmation,5.46282%,0.0546282
>MEG_3136|Drugs|betalactams|Class_A_betalactamases|GIL,0.591716%,0.0130178
>MEG_3137|Drugs|betalactams|Class_B_betalactamases|GIM,12.483%,0.192673
>MEG_3138|Drugs|betalactams|Class_B_betalactamases|GIM,12.483%,0.192673
>MEG_3139|Drugs|MLS|Macrolide_glycosyltransferases|GIMA,19.9515%,0.201939
>MEG_313|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,22.1416%,0.22323
>MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,31.6867%,0.340964
>MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,33.3735%,0.357831
>MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,33.253%,0.356627
>MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,1.63812%,0.0163812
>MEG_3145|Drugs|betalactams|Class_B_betalactamases|GOB,18.3197%,0.425904
>MEG_3146|Drugs|betalactams|Class_B_betalactamases|GOB,62.6604%,1.22987
>MEG_3147|Drugs|betalactams|Class_B_betalactamases|GOB,62.1937%,1.18786
>MEG_3148|Drugs|betalactams|Class_B_betalactamases|GOB,32.9085%,0.707995
>MEG_3149|Drugs|betalactams|Class_B_betalactamases|GOB,45.5076%,0.927655
>MEG_314|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,40.7555%,0.487078
>MEG_3150|Drugs|betalactams|Class_B_betalactamases|GOB,9.2182%,0.109685
>MEG_3151|Drugs|betalactams|Class_B_betalactamases|GOB,56.0093%,1.05018
>MEG_3152|Drugs|betalactams|Class_B_betalactamases|GOB,61.3514%,1.1973
>MEG_3153|Drugs|betalactams|Class_B_betalactamases|GOB,55.4054%,1.14865
>MEG_3154|Drugs|betalactams|Class_B_betalactamases|GOB,64.1892%,1.31351
>MEG_3155|Drugs|betalactams|Class_B_betalactamases|GOB,62.8378%,1.24595
>MEG_3156|Drugs|betalactams|Class_B_betalactamases|GOB,62.4324%,1.18378
>MEG_3157|Drugs|betalactams|Class_B_betalactamases|GOB,19.7297%,0.478378
>MEG_3158|Drugs|betalactams|Class_B_betalactamases|GOB,62.1937%,1.18786
>MEG_3159|Drugs|betalactams|Class_B_betalactamases|GOB,47.1412%,0.752625
>MEG_3160|Drugs|betalactams|Class_B_betalactamases|GOB,42.9896%,0.845886
>MEG_3161|Drugs|betalactams|Class_B_betalactamases|GOB,44.9594%,0.865585
>MEG_3162|Drugs|betalactams|Class_B_betalactamases|GOB,41.0197%,0.819235
>MEG_3163|Drugs|betalactams|Class_B_betalactamases|GOB,54.6091%,1.03267
>MEG_3164|Drugs|betalactams|Class_B_betalactamases|GOB,19.0198%,0.217036
>MEG_3165|Drugs|betalactams|Class_B_betalactamases|GOB,46.4411%,0.732789
>MEG_3166|Drugs|betalactams|Class_B_betalactamases|GOB,10.9685%,0.120187
>MEG_3167|Metals|Gold_resistance|Gold_resistance_regulator|GOLS,31.1804%,0.530067
>MEG_3168|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT,5.54333%,0.0576331
>MEG_3169|Drugs|betalactams|Class_A_betalactamases|GPC,1.02506%,0.0102506
>MEG_316|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,31.9522%,0.403792
>MEG_3170|Drugs|betalactams|Class_B_betalactamases|GRD,3.38028%,0.0338028
>MEG_3171|Drugs|betalactams|Class_B_betalactamases|GRD,17.9157%,0.179157
>MEG_3172|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM,6.79852%,0.0902349
>MEG_3173|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM,16.0692%,0.196539
>MEG_3174|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM,10.2506%,0.169704
>MEG_3175|Drugs|Lipopeptides|Daptomycin-resistant_mutant|GSHF|RequiresSNPConfirmation,2.1286%,0.0230599
>MEG_3176|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.33066%,0.0533066
>MEG_3177|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,9.17733%,0.0983547
>MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4.47933%,0.0474732
>MEG_3179|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.45399%,0.0245399
>MEG_317|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,19.1606%,0.209854
>MEG_3180|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.7577%,0.0591763
>MEG_3181|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4.12426%,0.0423139
>MEG_3182|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.338855%,0.00376506
>MEG_3183|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,16.08%,0.162653
>MEG_3184|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.81749%,0.0593156
>MEG_3185|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.961924%,0.00961924
>MEG_3186|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,18.2231%,0.226465
>MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,3.86677%,0.0413476
>MEG_3188|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.26738%,0.0026738
>MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1.68067%,0.0168067
>MEG_318|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,7.05009%,0.0705009
>MEG_3190|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,8.16168%,0.0975515
>MEG_3191|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,20.9872%,0.263376
>MEG_3192|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,16.08%,0.162653
>MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,12.4861%,0.126714
>MEG_3194|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,7.64168%,0.0826325
>MEG_3195|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.27987%,0.0531957
>MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.85132%,0.0285132
>MEG_3197|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4.24567%,0.055235
>MEG_3198|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,11.9038%,0.123115
>MEG_3199|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,3.26332%,0.0333833
>MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.927644%,0.0185529
>MEG_31|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.225734%,0.00451467
>MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.06838%,0.0506838
>MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.79931%,0.0591377
>MEG_3202|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1.31988%,0.0131988
>MEG_3203|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1.02779%,0.0102779
>MEG_3204|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.34197%,0.0534197
>MEG_3205|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.36551%,0.0236551
>MEG_3206|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.65917%,0.00697945
>MEG_3207|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,19.6375%,0.234139
>MEG_3208|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,2.13904%,0.0217723
>MEG_3209|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,1.3587%,0.013587
>MEG_320|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.71903%,0.0271903
>MEG_3210|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.789037%,0.00789037
>MEG_3211|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.24091%,0.0579036
>MEG_3212|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.09188%,0.0535988
>MEG_3213|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.0868%,0.050868
>MEG_3214|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.37207%,0.0553124
>MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,14.2645%,0.144498
>MEG_3216|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.562008%,0.00599475
